studyName,"Sample Number",Species,Region,Island,Stage,"Individual ID","Clutch Completion","Date Egg","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)",Sex,"Delta 15 N (o/oo)","Delta 13 C (o/oo)",Comments
PAL0708,50,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N30A2,Yes,2007-11-13,42.3,21.2,191,4150,MALE,8.87988,-25.18543,
PAL0809,51,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,2008-11-06,39.6,17.7,186,3500,FEMALE,8.46616,-26.12989,
PAL0809,52,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N21A2,Yes,2008-11-06,40.1,18.9,188,4300,MALE,8.51362,-26.55602,
PAL0809,53,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N22A1,Yes,2008-11-09,35.0,17.9,190,3450,FEMALE,8.19539,-26.17213,
PAL0809,54,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N22A2,Yes,2008-11-09,42.0,19.5,200,4050,MALE,8.48095,-26.31460,
PAL0809,55,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N23A1,Yes,2008-11-09,34.5,18.1,187,2900,FEMALE,8.41837,-26.54718,
PAL0809,56,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N23A2,Yes,2008-11-09,41.4,18.6,191,3700,MALE,8.35396,-26.27853,
PAL0809,57,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N24A1,Yes,2008-11-15,39.0,17.5,186,3550,FEMALE,8.57199,-26.07188,
PAL0809,58,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N24A2,Yes,2008-11-15,40.6,18.8,193,3800,MALE,8.56674,-25.98843,
PAL0809,59,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N25A1,Yes,2008-11-15,36.5,16.6,181,2850,FEMALE,9.07878,-25.88156,
PAL0809,60,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N25A2,Yes,2008-11-15,37.6,19.1,194,3750,MALE,9.10800,-25.89677,
PAL0809,61,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N27A1,Yes,2008-11-13,35.7,16.9,185,3150,FEMALE,8.96472,-26.40943,
PAL0809,62,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N27A2,Yes,2008-11-13,41.3,21.1,195,4400,MALE,8.74802,-26.37809,
PAL0809,63,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N28A1,Yes,2008-11-13,37.6,17.0,185,3600,FEMALE,8.58063,-26.21569,
PAL0809,64,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,2008-11-13,41.1,18.2,192,4050,MALE,8.62264,-26.60023,
PAL0809,65,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N29A1,Yes,2008-11-13,36.4,17.1,184,2850,FEMALE,8.62623,-26.11650,
PAL0809,66,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N29A2,Yes,2008-11-13,41.6,18.0,192,3950,MALE,8.85562,-26.09294,
PAL0809,67,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N30A1,Yes,2008-11-06,35.5,16.2,195,3350,FEMALE,8.56192,-25.95541,
PAL0809,68,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N30A2,Yes,2008-11-06,41.1,19.1,188,4100,MALE,8.71078,-25.81012,
PAL0809,69,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N32A1,No,2008-11-11,35.9,16.6,190,3050,FEMALE,8.47781,-26.07821,"Nest never observed with full clutch."
PAL0809,70,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N32A2,No,2008-11-11,41.8,19.4,198,4450,MALE,8.86853,-26.06209,"Nest never observed with full clutch."
PAL0809,71,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N34A1,Yes,2008-11-14,33.5,19.0,190,3600,FEMALE,7.88863,-26.63085,
PAL0809,72,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N34A2,Yes,2008-11-14,39.7,18.4,190,3900,MALE,9.29808,-25.23453,
PAL0809,73,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N35A1,Yes,2008-11-11,39.6,17.2,196,3550,FEMALE,8.33524,-26.55351,
PAL0809,74,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N35A2,Yes,2008-11-11,45.8,18.9,197,4150,MALE,8.18658,-26.45978,
PAL0809,75,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N36A1,Yes,2008-11-08,35.5,17.5,190,3700,FEMALE,8.70642,-26.15003,
PAL0809,76,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N36A2,Yes,2008-11-08,42.8,18.5,195,4250,MALE,8.29930,-26.38986,
PAL0809,77,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N37A1,Yes,2008-11-06,40.9,16.8,191,3700,FEMALE,8.47257,-26.02002,
PAL0809,78,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N37A2,Yes,2008-11-06,37.2,19.4,184,3900,MALE,8.35540,-26.44787,
PAL0809,79,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N38A1,Yes,2008-11-09,36.2,16.1,187,3550,FEMALE,7.82381,-26.51382,
PAL0809,80,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N38A2,Yes,2008-11-09,42.1,19.1,195,4000,MALE,9.05736,-25.81513,
PAL0809,81,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N39A1,Yes,2008-11-02,34.6,17.2,189,3200,FEMALE,7.69778,-26.53870,
PAL0809,82,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N39A2,Yes,2008-11-02,42.9,17.6,196,4700,MALE,8.63259,-26.23027,
PAL0809,83,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N40A1,Yes,2008-11-07,36.7,18.8,187,3800,FEMALE,7.88494,-26.24837,
PAL0809,84,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N40A2,Yes,2008-11-07,35.1,19.4,193,4200,MALE,8.90002,-26.46254,
PAL0809,85,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N41A1,Yes,2008-11-17,37.3,17.8,191,3350,FEMALE,8.32718,-26.38396,
PAL0809,86,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N41A2,Yes,2008-11-17,41.3,20.3,194,3550,MALE,9.14863,-26.09635,
PAL0809,87,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N42A1,Yes,2008-11-08,36.3,19.5,190,3800,MALE,8.57087,-26.22227,
PAL0809,88,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N42A2,Yes,2008-11-08,36.9,18.6,189,3500,FEMALE,8.59147,-26.08165,
PAL0809,89,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N44A1,Yes,2008-11-08,38.3,19.2,189,3950,MALE,9.07826,-26.12417,
PAL0809,90,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N44A2,Yes,2008-11-08,38.9,18.8,190,3600,FEMALE,8.36936,-26.11199,
PAL0809,91,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N45A1,Yes,2008-11-14,35.7,18.0,202,3550,FEMALE,8.46531,-26.05621,
PAL0809,92,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N45A2,Yes,2008-11-14,41.1,18.1,205,4300,MALE,8.77018,-25.83352,
PAL0809,93,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N46A1,Yes,2008-11-05,34.0,17.1,185,3400,FEMALE,8.01485,-26.69543,
PAL0809,94,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N46A2,Yes,2008-11-05,39.6,18.1,186,4450,MALE,8.49915,-26.42406,
PAL0809,95,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N48A1,Yes,2008-11-17,36.2,17.3,187,3300,FEMALE,8.90723,-26.30037,
PAL0809,96,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N48A2,Yes,2008-11-17,40.8,18.9,208,4300,MALE,8.48204,-26.57941,
PAL0809,97,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N49A1,Yes,2008-11-08,38.1,18.6,190,3700,FEMALE,8.10277,-26.50086,
PAL0809,98,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N49A2,Yes,2008-11-08,40.3,18.5,196,4350,MALE,8.39459,-26.01152,
PAL0809,99,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N50A1,Yes,2008-11-10,33.1,16.1,178,2900,FEMALE,9.04218,-26.15775,
PAL0809,100,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N50A2,Yes,2008-11-10,43.2,18.5,192,4100,MALE,8.97025,-26.03679,
PAL0910,101,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N47A1,Yes,2009-11-09,35.0,17.9,192,3725,FEMALE,8.84451,-26.28055,
PAL0910,102,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N47A2,Yes,2009-11-09,41.0,20.0,203,4725,MALE,9.01079,-26.38085,
PAL0910,103,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N49A1,Yes,2009-11-15,37.7,16.0,183,3075,FEMALE,9.21510,-26.22530,
PAL0910,104,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N49A2,Yes,2009-11-15,37.8,20.0,190,4250,MALE,9.51929,-25.69199,
PAL0910,105,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,2009-11-15,37.9,18.6,193,2925,FEMALE,9.02642,-25.86482,
PAL0910,106,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,2009-11-15,39.7,18.9,184,3550,MALE,8.85699,-25.80208,
PAL0910,107,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,2009-11-15,38.6,17.2,199,3750,FEMALE,8.77322,-26.48973,
PAL0910,108,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,2009-11-15,38.2,20.0,190,3900,MALE,9.59245,-25.70711,
PAL0910,109,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,2009-11-20,38.1,17.0,181,3175,FEMALE,9.79532,-25.27385,
PAL0910,110,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,2009-11-20,43.2,19.0,197,4775,MALE,9.31735,-25.45171,
PAL0910,111,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,2009-11-12,38.1,16.5,198,3825,FEMALE,8.43951,-26.57563,
PAL0910,112,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,2009-11-12,45.6,20.3,191,4600,MALE,8.65466,-26.32909,
PAL0910,113,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,2009-11-15,39.7,17.7,193,3200,FEMALE,9.02657,-26.06203,
PAL0910,114,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,2009-11-15,42.2,19.5,197,4275,MALE,8.80186,-26.41218,
PAL0910,115,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N61A1,Yes,2009-11-17,39.6,20.7,191,3900,FEMALE,8.80967,-26.78958,
PAL0910,116,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Biscoe,"Adult, 1 Egg Stage",N61A2,Yes,2009-11-17,42.7,18.3,196,4075,MALE,8.91434,-26.42018,
PAL0910,117,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N63A1,Yes,2009-11-18,38.6,17.0,188,2900,FEMALE,9.18021,-25.77264,
PAL0910,118,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N63A2,Yes,2009-11-18,37.3,20.5,199,3775,MALE,9.49645,-26.36678,
PAL0910,119,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N64A1,Yes,2009-11-22,35.7,17.0,189,3350,FEMALE,8.96436,-23.90309,
PAL0910,120,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N64A2,Yes,2009-11-22,41.1,18.6,189,3325,MALE,9.32277,-26.09989,
PAL0910,121,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N66A1,No,2009-11-17,36.2,17.2,187,3150,FEMALE,9.04296,-26.19444,"Nest never observed with full clutch."
PAL0910,122,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N66A2,No,2009-11-17,37.7,19.8,198,3500,MALE,9.11066,-26.42563,"Nest never observed with full clutch."
PAL0910,123,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N67A1,Yes,2009-11-16,40.2,17.0,176,3450,FEMALE,9.30722,-25.61039,
PAL0910,124,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N67A2,Yes,2009-11-16,41.4,18.5,202,3875,MALE,9.59462,-25.42621,
PAL0910,125,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N69A1,Yes,2009-11-18,35.2,15.9,186,3050,FEMALE,8.81668,-25.95399,
PAL0910,126,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N69A2,Yes,2009-11-18,40.6,19.0,199,4000,MALE,9.22537,-25.60826,
PAL0910,127,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N71A1,Yes,2009-11-21,38.8,17.6,191,3275,FEMALE,8.88098,-25.89741,
PAL0910,128,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N71A2,Yes,2009-11-21,41.5,18.3,195,4300,MALE,8.52566,-26.02450,
PAL0910,129,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N72A1,Yes,2009-11-18,39.0,17.1,191,3050,FEMALE,9.19031,-25.73722,
PAL0910,130,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N72A2,Yes,2009-11-18,44.1,18.0,210,4000,MALE,9.10702,-26.01363,
PAL0910,131,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N73A1,No,2009-11-23,38.5,17.9,190,3325,FEMALE,8.98460,-25.57956,"Nest never observed with full clutch."
PAL0910,132,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Torgersen,"Adult, 1 Egg Stage",N73A2,No,2009-11-23,43.1,19.2,197,3500,MALE,8.86495,-26.13960,"Nest never observed with full clutch."
