studyName,"Sample Number",Species,Region,Island,Stage,"Individual ID","Clutch Completion","Date Egg","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)",Sex,"Delta 15 N (o/oo)","Delta 13 C (o/oo)",Comments
PAL0809,64,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,2008-11-13,54.3,15.7,231,5650,MALE,8.49662,-26.84166,
PAL0809,65,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,2008-11-04,45.8,14.2,219,4700,FEMALE,8.60447,-26.61601,
PAL0809,66,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,2008-11-04,49.8,16.8,230,5700,MALE,8.47067,-26.69166,
PAL0809,67,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,2008-11-09,46.2,14.4,214,4650,,8.24253,-26.81540,"Sexing primers did not amplify."
PAL0809,68,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,2008-11-09,49.5,16.2,229,5800,MALE,8.49854,-26.74809,
PAL0809,69,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,2008-11-13,43.5,14.2,220,4700,FEMALE,8.64931,-26.68867,
PAL0809,70,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,2008-11-13,50.7,15.0,223,5550,MALE,8.63551,-26.74249,
PAL0809,71,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N54A1,Yes,2008-11-03,47.7,15.0,216,4750,FEMALE,8.53018,-26.72751,
PAL0809,72,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N54A2,Yes,2008-11-03,46.4,15.6,221,5000,MALE,8.35078,-26.70783,
PAL0809,73,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,2008-11-09,48.2,15.6,221,5100,MALE,8.24651,-26.66958,
PAL0809,74,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,2008-11-09,46.5,14.8,217,5200,FEMALE,8.58487,-26.59290,
PAL0809,75,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,2008-11-06,46.4,15.0,216,4700,FEMALE,8.47938,-26.95470,
PAL0809,76,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,2008-11-06,48.6,16.0,230,5800,MALE,8.59640,-26.71199,
PAL0809,77,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,2008-11-06,47.5,14.2,209,4600,FEMALE,8.39299,-26.78733,
PAL0809,78,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,2008-11-06,51.1,16.3,220,6000,MALE,8.40327,-26.76821,
PAL0809,79,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,2008-11-09,45.2,13.8,215,4750,FEMALE,8.24694,-26.65359,
PAL0809,80,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,2008-11-09,45.2,16.4,223,5950,MALE,8.19749,-26.65931,
PAL0910,81,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N1A1,Yes,2009-11-18,49.1,14.5,212,4625,FEMALE,8.35802,-26.27660,
PAL0910,82,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N1A2,Yes,2009-11-18,52.5,15.6,221,5450,MALE,8.28601,-26.27573,
PAL0910,83,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,Yes,2009-11-15,47.4,14.6,212,4725,FEMALE,8.19101,-26.24369,
PAL0910,84,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,2009-11-15,50.0,15.9,224,5350,MALE,8.20042,-26.39677,
PAL0910,85,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,2009-11-22,44.9,13.8,212,4750,FEMALE,8.11238,-26.20372,
PAL0910,86,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,2009-11-22,50.8,17.3,228,5600,MALE,8.27428,-26.30019,
PAL0910,87,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,2009-11-20,43.4,14.4,218,4600,FEMALE,8.23468,-26.18599,
PAL0910,88,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,2009-11-20,51.3,14.2,218,5300,MALE,8.15426,-26.34330,
PAL0910,89,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,2009-11-25,47.5,14.0,212,4875,FEMALE,8.12691,-26.23613,
PAL0910,90,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,2009-11-25,52.1,17.0,230,5550,MALE,8.27595,-26.11657,
PAL0910,91,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,2009-11-25,47.5,15.0,218,4950,FEMALE,8.29671,-26.08547,
PAL0910,92,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,2009-11-25,52.2,17.1,228,5400,MALE,8.36701,-25.89834,
PAL0910,93,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,2009-12-01,45.5,14.5,212,4750,FEMALE,8.15566,-26.22848,
PAL0910,94,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,2009-12-01,49.5,16.1,224,5650,MALE,8.83352,-25.69195,
PAL0910,95,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,2009-11-27,44.5,14.7,214,4850,FEMALE,8.20106,-26.16524,
PAL0910,96,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,2009-11-27,50.8,15.7,226,5200,MALE,8.27102,-26.11244,
PAL0910,97,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,2009-11-18,49.4,15.8,216,4925,MALE,8.03624,-26.06594,
PAL0910,98,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,2009-11-18,46.9,14.6,222,4875,FEMALE,7.88810,-26.04726,
PAL0910,99,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,2009-11-18,48.4,14.4,203,4625,FEMALE,8.16582,-26.13971,
PAL0910,100,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N21A2,Yes,2009-11-18,51.1,16.5,225,5250,MALE,8.20660,-26.36863,
PAL0910,101,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N22A1,Yes,2009-11-22,48.5,15.0,219,4850,FEMALE,8.10231,-26.18763,
PAL0910,102,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N22A2,Yes,2009-11-22,55.9,17.0,228,5600,MALE,8.31180,-26.35425,
PAL0910,103,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N23A1,Yes,2009-11-18,47.2,15.5,215,4975,FEMALE,8.30817,-26.21651,
PAL0910,104,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N23A2,Yes,2009-11-18,49.1,15.0,228,5500,MALE,8.65914,-25.79203,
PAL0910,105,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N24A1,Yes,2009-12-01,47.3,13.8,216,4725,,8.25818,-26.23886,"Sexing primers did not amplify."
PAL0910,106,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N24A2,Yes,2009-12-01,46.8,16.1,215,5500,MALE,8.32359,-26.05756,
PAL0910,107,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N28A1,Yes,2009-11-10,41.7,14.7,210,4700,FEMALE,8.12311,-26.44815,
PAL0910,108,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,2009-11-10,53.4,15.8,219,5500,MALE,8.41017,-26.33867,
PAL0910,109,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N29A1,Yes,2009-11-09,43.3,14.0,208,4575,FEMALE,8.42070,-26.38092,
PAL0910,110,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N29A2,Yes,2009-11-09,48.1,15.1,209,5500,MALE,8.45738,-26.22664,
PAL0910,111,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,2009-11-20,50.5,15.2,216,5000,FEMALE,8.24691,-26.18466,
PAL0910,112,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,2009-11-20,49.8,15.9,229,5950,MALE,8.29226,-26.21019,
PAL0910,113,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,2009-11-27,43.5,15.2,213,4650,FEMALE,8.21634,-26.11046,
PAL0910,114,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,2009-11-27,51.5,16.3,230,5500,MALE,8.78557,-25.76147,
PAL0910,115,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,2009-11-25,46.2,14.1,217,4375,FEMALE,8.30231,-25.96013,
PAL0910,116,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,2009-11-25,55.1,16.0,230,5850,MALE,8.08354,-26.18161,
PAL0910,117,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N36A1,Yes,2009-12-01,44.5,15.7,217,4875,.,8.04111,-26.18444,"Sexing primers did not amplify."
PAL0910,118,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N36A2,Yes,2009-12-01,48.8,16.2,222,6000,MALE,8.33825,-25.88547,
PAL0910,119,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N38A1,No,2009-12-01,47.2,13.7,214,4925,FEMALE,7.99184,-26.20538,"Nest never observed with full clutch."
PAL0910,120,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,No,2009-12-01,,,,,,,,"Adult not sampled. Nest never observed with full clutch."
PAL0910,121,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,2009-11-22,46.8,14.3,215,4850,FEMALE,8.41151,-26.13832,
PAL0910,122,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,2009-11-22,50.4,15.7,222,5750,MALE,8.30166,-26.04117,
PAL0910,123,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N43A1,Yes,2009-11-22,45.2,14.8,212,5200,FEMALE,8.24246,-26.11969,
PAL0910,124,"Gentoo penguin (Pygoscelis papua)",Anvers,Biscoe,"Adult, 1 Egg Stage",N43A2,Yes,2009-11-22,49.9,16.1,213,5400,MALE,8.36390,-26.15531,
